,dateRqt,Emmanuel Macron,Valérie Pécresse,Eric Zemmour,Marine Le Pen,Nicolas Dupont-Aignan,Jean Lassalle,Jean-Luc Mélenchon,Yannick Jadot,Nathalie Arthaud,Avec vous,Fabien Roussel,Anne Hidalgo
0,2021-12-06,0.9226747676016978,0.21909726719336872,0.30032257254526684,0.8896697867376722,0.9009755036536871,0.8240867710801575,0.789494210685379,0.024540672409849813,0.7893953503393853,0.0,0.0,0.0
1,2022-01-04,0.9435927114561751,0.2974161378059837,0.478872708010712,0.909829549201899,0.9116190116353098,0.8396972572564471,0.8228772019835804,0.04477141622830424,0.8016439064039144,0.0,0.0,0.0
2,2022-02-04,0.9577734453310387,0.516842054138065,0.7623084441312736,0.9453068321278514,0.9521777391380242,0.9248495772286099,0.881547647165724,0.1140403039312851,0.8292092131964667,0.0,0.0,0.0
3,2022-03-04,1.0,0.7766513404999352,0.9630876180581216,0.9813660570070337,0.9746503919917946,0.9389462805093491,0.949253820673005,0.2671393357220909,0.8891116769029536,0.0,0.0,0.0
4,2022-03-26,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
