,dateRqt,Emmanuel Macron,Valérie Pécresse,Eric Zemmour,Marine Le Pen,Nicolas Dupont-Aignan,Jean Lassalle,Jean-Luc Mélenchon,Yannick Jadot,Nathalie Arthaud,Avec vous,Fabien Roussel,Anne Hidalgo
0,2021-12-06,0.9507246376811594,0.7973684210526316,0.34959349593495936,0.7436823104693141,0.938248502994012,0.9054054054054054,0.9262745098039216,0.3615023474178404,0.8177874186550976,0.0,0.0,0.0
1,2022-01-04,0.9739130434782609,0.8131578947368421,0.45528455284552843,0.7689530685920578,0.9461077844311377,0.918918918918919,0.9411764705882353,0.41784037558685444,0.8286334056399133,0.0,0.0,0.0
2,2022-02-04,0.991304347826087,0.8657894736842106,0.7317073170731707,0.8736462093862816,0.9674401197604791,0.9459459459459459,0.9639215686274509,0.5633802816901409,0.8828633405639913,0.0,0.0,0.0
3,2022-03-04,1.0,0.9342105263157895,0.8861788617886179,0.9458483754512635,0.9857784431137725,0.9695945945945946,0.9858823529411764,0.7323943661971831,0.93058568329718,0.0,0.0,0.0
4,2022-03-26,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
