annee,mois,intervenant,appartenance,duree,media,chaine,emission
2021,octobre,MACRON Emmanuel,Président de la République en débat politique,00:13:35,Radio,France Inter,Journaux
2021,octobre,MACRON Emmanuel,Président de la République hors débat politique,00:11:10,Radio,France Inter,Journaux
2021,octobre,BAS Philippe,Les Républicains,00:09:59,Radio,France Inter,Journaux
2021,octobre,GASSILLOUD Thomas,La République en marche,00:07:56,Radio,France Inter,Journaux
2021,octobre,DE GIRARDI Claude,Les Républicains,00:07:11,Radio,France Inter,Journaux
2021,octobre,ROLLAND Johanna,Parti socialiste,00:06:56,Radio,France Inter,Journaux
2021,octobre,CASTEX Jean,Premier Ministre,00:06:34,Radio,France Inter,Journaux
2021,octobre,DARMANIN Gérald,Ministre,00:05:14,Radio,France Inter,Journaux
2021,octobre,LE MAIRE Bruno,Ministre,00:05:01,Radio,France Inter,Journaux
2021,octobre,PRADIE Aurélien,Les Républicains,00:04:48,Radio,France Inter,Journaux
2021,octobre,GALUT Yann,Divers Gauche,00:04:40,Radio,France Inter,Journaux
2021,octobre,GIRARDIN Annick,Ministre,00:04:11,Radio,France Inter,Journaux
2021,octobre,VERAN Olivier,Ministre,00:04:00,Radio,France Inter,Journaux
2021,octobre,ANGELRAS Bernard,Les Républicains,00:03:31,Radio,France Inter,Journaux
2021,octobre,EL HAIRY Sarah,Ministre,00:03:24,Radio,France Inter,Journaux
2021,octobre,MELENCHON Jean-Luc,La France insoumise,00:03:03,Radio,France Inter,Journaux
2021,octobre,LE PEN Marine,Rassemblement national,00:02:54,Radio,France Inter,Journaux
2021,octobre,PHILIPPE Edouard,Horizons,00:02:52,Radio,France Inter,Journaux
2021,octobre,BESSE Véronique,Divers Droite,00:02:49,Radio,France Inter,Journaux
2021,octobre,HIDALGO Anne,Parti socialiste,00:02:41,Radio,France Inter,Journaux
2021,octobre,PAYAN Benoit,Parti socialiste,00:02:35,Radio,France Inter,Journaux
2021,octobre,ZEMMOUR Eric,Divers Droite,00:02:21,Radio,France Inter,Journaux
2021,octobre,ORPHELIN Matthieu,Divers Gauche,00:02:16,Radio,France Inter,Journaux
2021,octobre,JADOT Yannick,Europe Ecologie-les Verts,00:02:11,Radio,France Inter,Journaux
2021,octobre,MILITANT(E) LES REPUBLICA,Les Républicains,00:02:08,Radio,France Inter,Journaux
2021,octobre,BOULANGER Mélanie,Parti socialiste,00:01:59,Radio,France Inter,Journaux
2021,octobre,BERTRAND Xavier,Divers Droite,00:01:52,Radio,France Inter,Journaux
2021,octobre,GOSSELIN Philippe,Les Républicains,00:01:44,Radio,France Inter,Journaux
2021,octobre,MAYER ROSSIGNOL Nicolas,Parti socialiste,00:01:41,Radio,France Inter,Journaux
2021,octobre,HURMIC Pierre,Europe Ecologie-les Verts,00:01:38,Radio,France Inter,Journaux
2021,octobre,MILITANT(E) PS,Parti socialiste,00:01:35,Radio,France Inter,Journaux
2021,octobre,ATTAL Gabriel,Ministre,00:01:33,Radio,France Inter,Journaux
2021,octobre,AUBRY Martine,Parti socialiste,00:01:32,Radio,France Inter,Journaux
2021,octobre,SARKOZY Nicolas,Les Républicains,00:01:32,Radio,France Inter,Journaux
2021,octobre,BANNIER Géraldine,Mouvement démocrate,00:01:30,Radio,France Inter,Journaux
2021,octobre,LE FOLL Stéphane,Parti socialiste,00:01:29,Radio,France Inter,Journaux
2021,octobre,MONTEBOURG Arnaud,Divers Gauche,00:01:29,Radio,France Inter,Journaux
2021,octobre,COQUEREL Eric,La France insoumise,00:01:26,Radio,France Inter,Journaux
2021,octobre,CASTANER Christophe,La République en marche,00:01:13,Radio,France Inter,Journaux
2021,octobre,GUILLAUME Sylvie,Parti socialiste,00:01:12,Radio,France Inter,Journaux
2021,octobre,ROUSSEAU Sandrine,Europe Ecologie-les Verts,00:01:11,Radio,France Inter,Journaux
2021,octobre,MANO Jean Yves,Parti socialiste,00:01:08,Radio,France Inter,Journaux
2021,octobre,BLANQUER Jean Michel,Ministre,00:01:08,Radio,France Inter,Journaux
2021,octobre,ROUSSEL Fabien,Parti communiste français,00:01:07,Radio,France Inter,Journaux
2021,octobre,DOUCET Grégory,Europe Ecologie-les Verts,00:01:05,Radio,France Inter,Journaux
2021,octobre,PECRESSE Valérie,Libres,00:01:04,Radio,France Inter,Journaux
2021,octobre,BACHELOT Roselyne,Ministre,00:01:03,Radio,France Inter,Journaux
2021,octobre,MILITANT(E) LA REPUBLIQUE,La République en marche,00:01:03,Radio,France Inter,Journaux
2021,octobre,MILITANT(E) LA FRANCE INS,La France insoumise,00:01:01,Radio,France Inter,Journaux
2021,octobre,MACRON Emmanuel,Président de la République en débat politique,01:53:36,Radio,France Info,Journaux
2021,octobre,HIDALGO Anne,Parti socialiste,01:25:55,Radio,France Info,Journaux
2021,octobre,BERTRAND Xavier,Divers Droite,01:20:13,Radio,France Info,Journaux
2021,octobre,MACRON Emmanuel,Président de la République hors débat politique,01:02:48,Radio,France Info,Journaux
2021,octobre,CASTEX Jean,Premier Ministre,00:35:56,Radio,France Info,Journaux
2021,octobre,TEMAL Rachid,Parti socialiste,00:28:16,Radio,France Info,Journaux
2021,octobre,ATTAL Gabriel,Ministre,00:27:12,Radio,France Info,Journaux
2021,octobre,LE MAIRE Bruno,Ministre,00:25:52,Radio,France Info,Journaux
2021,octobre,NEUVY Flavien,Union des démocrates et indépendants,00:25:50,Radio,France Info,Journaux
2021,octobre,LEFEBVRE Rémi,Gauche républicaine et socialiste,00:25:36,Radio,France Info,Journaux
2021,octobre,ORPHELIN Matthieu,Divers Gauche,00:23:07,Radio,France Info,Journaux
2021,octobre,MIGNOLA Patrick,Mouvement démocrate,00:22:15,Radio,France Info,Journaux
2021,octobre,COQUEREL Eric,La France insoumise,00:22:00,Radio,France Info,Journaux
2021,octobre,PAYAN Benoit,Parti socialiste,00:21:59,Radio,France Info,Journaux
2021,octobre,MELENCHON Jean Luc,La France insoumise,00:20:53,Radio,France Info,Journaux
2021,octobre,BAS Philippe,Les Républicains,00:19:24,Radio,France Info,Journaux
2021,octobre,BLANQUER Jean-Michel,Ministre,00:19:17,Radio,France Info,Journaux
2021,octobre,CIOTTI Eric,Les Républicains,00:19:04,Radio,France Info,Journaux
2021,octobre,DARMANIN Gérald,Ministre,00:18:41,Radio,France Info,Journaux
2021,octobre,ESTROSI Christian,Divers Droite,00:18:32,Radio,France Info,Journaux
2021,octobre,VERAN Olivier,Ministre,00:18:10,Radio,France Info,Journaux
2021,octobre,RABADAN Pierre,Parti socialiste,00:18:04,Radio,France Info,Journaux
2021,octobre,WARGON Emmanuelle,Ministre,00:17:57,Radio,France Info,Journaux
2021,octobre,POMPILI Barbara,Ministre,00:17:06,Radio,France Info,Journaux
2021,octobre,VALLETOUX Frédéric,Agir,00:17:06,Radio,France Info,Journaux
2021,octobre,FOURNIER Michel,Divers Droite,00:16:18,Radio,France Info,Journaux
2021,octobre,MILITANT(E) LA FRANCE INS,La France insoumise,00:15:27,Radio,France Info,Journaux
2021,octobre,HOULIE Sacha,La République en marche,00:14:59,Radio,France Info,Journaux
2021,octobre,PEREA Alain,La République en marche,00:14:43,Radio,France Info,Journaux
2021,octobre,PUEYO Joaquim,Parti socialiste,00:14:32,Radio,France Info,Journaux
2021,octobre,LE PEN Marine,Rassemblement national,00:14:27,Radio,France Info,Journaux
2021,octobre,BERTHOUT Florence,Libres,00:13:47,Radio,France Info,Journaux
2021,octobre,SIRE MARIN Evelyne,Divers Gauche,00:13:47,Radio,France Info,Journaux
2021,octobre,MUSELIER Renaud,Les Républicains,00:13:46,Radio,France Info,Journaux
2021,octobre,DOUCET Grégory,Europe Ecologie-les Verts,00:13:44,Radio,France Info,Journaux
2021,octobre,TRAVERT Stéphane,La République en marche,00:13:33,Radio,France Info,Journaux
2021,octobre,CORBIERE Alexis,La France insoumise,00:13:27,Radio,France Info,Journaux
2021,octobre,CASTANER Christophe,La République en marche,00:13:24,Radio,France Info,Journaux
2021,octobre,CUVILLIER Frédéric,Parti socialiste,00:13:08,Radio,France Info,Journaux
2021,octobre,FASQUELLE Daniel,Les Républicains,00:12:53,Radio,France Info,Journaux
2021,octobre,DUMONT Pierre-Henri,Les Républicains,00:12:50,Radio,France Info,Journaux
2021,octobre,CHESNAIS-GIRARD Loïg,Parti socialiste,00:12:50,Radio,France Info,Journaux
2021,octobre,TAIBI Azzedine,Parti communiste français,00:12:39,Radio,France Info,Journaux
2021,octobre,VASSAL Martine,Les Républicains,00:12:37,Radio,France Info,Journaux
2021,octobre,DE MONTCHALIN Amélie,Ministre,00:12:36,Radio,France Info,Journaux
2021,octobre,MAYER-ROSSIGNOL Nicolas,Parti socialiste,00:11:51,Radio,France Info,Journaux
2021,octobre,JEANBRUN Vincent,Libres,00:11:45,Radio,France Info,Journaux
2021,octobre,TOUSSAINT Marie,Europe Ecologie-les Verts,00:10:44,Radio,France Info,Journaux
2021,octobre,JACOBELLI Laurent,Rassemblement national,00:10:29,Radio,France Info,Journaux
2021,octobre,AUBERT Julien,Les Républicains,00:10:21,Radio,France Info,Journaux
2021,octobre,PHILIPPE Edouard,Horizons,00:10:05,Radio,France Info,Journaux
2021,octobre,SOUYRIS Anne,Europe Ecologie-les Verts,00:10:04,Radio,France Info,Journaux
2021,octobre,PANNIER RUNACHER Agnès,Ministre,00:10:03,Radio,France Info,Journaux
2021,octobre,BAZIN Fabien,Parti socialiste,00:09:54,Radio,France Info,Journaux
2021,octobre,KLEIN Mathieu,Parti socialiste,00:09:49,Radio,France Info,Journaux
2021,octobre,GAROT Guillaume,Parti socialiste,00:09:37,Radio,France Info,Journaux
2021,octobre,PORTELLI Florence,Libres,00:09:33,Radio,France Info,Journaux
2021,octobre,CORCEIRO David,Mouvement démocrate,00:09:31,Radio,France Info,Journaux
2021,octobre,CATTELOT Anne-Laure,La République en marche,00:09:28,Radio,France Info,Journaux
2021,octobre,ROUSSEAU Sandrine,Europe Ecologie-les Verts,00:09:11,Radio,France Info,Journaux
2021,octobre,ROUSSEL Fabien,Parti communiste français,00:09:05,Radio,France Info,Journaux
2021,octobre,NORDMAN Nicolas,Parti socialiste,00:09:02,Radio,France Info,Journaux
2021,octobre,NUNEZ Laurent,La République en marche,00:08:56,Radio,France Info,Journaux
2021,octobre,GOZI Sandro,La République en marche,00:08:48,Radio,France Info,Journaux
2021,octobre,LE FOLL Stéphane,Parti socialiste,00:08:44,Radio,France Info,Journaux
2021,octobre,FORTEZA Paula,Divers Gauche,00:08:43,Radio,France Info,Journaux
2021,octobre,GAUDIN Jean Claude,Les Républicains,00:08:43,Radio,France Info,Journaux
2021,octobre,BOUCHART Natacha,Les Républicains,00:08:42,Radio,France Info,Journaux
2021,octobre,SARKOZY Nicolas,Les Républicains,00:08:37,Radio,France Info,Journaux
2021,octobre,BLOCHE Patrick,Parti socialiste,00:08:26,Radio,France Info,Journaux
2021,octobre,DELAFOSSE Michaël,Parti socialiste,00:08:25,Radio,France Info,Journaux
2021,octobre,OHANESSIAN Yannick,Parti socialiste,00:08:25,Radio,France Info,Journaux
2021,octobre,BREGEON Maud,La République en marche,00:08:23,Radio,France Info,Journaux
2021,octobre,OLHARAN Sébastien,Les Républicains,00:08:22,Radio,France Info,Journaux
2021,octobre,LECORNU Sébastien,Ministre,00:08:11,Radio,France Info,Journaux
2021,octobre,GOSSELIN Philippe,Les Républicains,00:08:09,Radio,France Info,Journaux
2021,octobre,LALOUX Grégoire,Rassemblement national,00:08:00,Radio,France Info,Journaux
2021,octobre,DARRIEUSSECQ Geneviève,Ministre,00:07:45,Radio,France Info,Journaux
2021,octobre,CHAIBI Leïla,La France insoumise,00:07:40,Radio,France Info,Journaux
2021,octobre,ECKERT Christian,Parti socialiste,00:07:13,Radio,France Info,Journaux
2021,octobre,JADOT Yannick,Europe Ecologie-les Verts,00:07:01,Radio,France Info,Journaux
2021,octobre,BARDELLA Jordan,Rassemblement national,00:07:01,Radio,France Info,Journaux
2021,octobre,STUDER Bruno,La République en marche,00:06:52,Radio,France Info,Journaux
2021,octobre,PALLAS Jacques,Parti communiste français,00:06:47,Radio,France Info,Journaux
2021,octobre,CORMAND David,Europe Ecologie-les Verts,00:06:38,Radio,France Info,Journaux
2021,octobre,JIBRAYEL Sébastien,Divers Gauche,00:06:33,Radio,France Info,Journaux
2021,octobre,DE LABRIOLLE Axel,Divers Droite,00:06:28,Radio,France Info,Journaux
2021,octobre,DUPAS Henry,Mouvement Radical,00:06:17,Radio,France Info,Journaux
2021,octobre,VIGIER Philippe,Mouvement démocrate,00:06:16,Radio,France Info,Journaux
2021,octobre,MENARD Michel,Parti socialiste,00:06:05,Radio,France Info,Journaux
2021,octobre,JOMIER Bernard,Divers Gauche,00:06:04,Radio,France Info,Journaux
2021,octobre,BOYER Gilles,La République en marche,00:05:42,Radio,France Info,Journaux
2021,octobre,SAMZUN David,Parti socialiste,00:05:39,Radio,France Info,Journaux
2021,octobre,THEVENOT Prisca,La République en marche,00:05:38,Radio,France Info,Journaux
2021,octobre,DE RUGY François,La République en marche,00:05:33,Radio,France Info,Journaux
2021,octobre,GAILLOT Albane,Divers Gauche,00:05:31,Radio,France Info,Journaux
2021,octobre,CASTELLANI Michel,Femu a Corsica,00:05:21,Radio,France Info,Journaux
2021,octobre,AUBRY Martine,Parti socialiste,00:05:15,Radio,France Info,Journaux
2021,octobre,CADEC Alain,Les Républicains,00:05:03,Radio,France Info,Journaux
2021,octobre,GIRAN Jean Pierre,Les Républicains,00:05:00,Radio,France Info,Journaux
2021,octobre,KARLESKIND Pierre,La République en marche,00:04:49,Radio,France Info,Journaux
2021,octobre,GOMES Philippe,Union des démocrates et indépendants,00:04:38,Radio,France Info,Journaux
2021,octobre,ARENOU Catherine,Divers Droite,00:04:38,Radio,France Info,Journaux
2021,octobre,BECHT Olivier,Agir,00:04:33,Radio,France Info,Journaux
2021,octobre,THOUY Hélène,Parti animaliste,00:04:31,Radio,France Info,Journaux
2021,octobre,MILITANT(E) LA REPUBLIQUE,La République en marche,00:04:29,Radio,France Info,Journaux
2021,octobre,SCHMID Lucile,Génération Ecologie,00:04:27,Radio,France Info,Journaux
2021,octobre,MANO Jean Yves,Parti socialiste,00:04:27,Radio,France Info,Journaux
2021,octobre,CAREME Damien,Europe Ecologie-les Verts,00:04:21,Radio,France Info,Journaux
2021,octobre,CHAUVIN Paul,Divers Gauche,00:04:11,Radio,France Info,Journaux
2021,octobre,RUPIN Pacôme,La République en marche,00:04:10,Radio,France Info,Journaux
2021,octobre,DE FRANCOIS Béatrice,Parti socialiste,00:04:10,Radio,France Info,Journaux
2021,octobre,GOEPFERT Yves,Divers Centre,00:04:08,Radio,France Info,Journaux
2021,octobre,VAN STYVENDAEL Cédric,Parti socialiste,00:04:04,Radio,France Info,Journaux
2021,octobre,BALANANT Erwan,Mouvement démocrate,00:04:02,Radio,France Info,Journaux
2021,octobre,REGOL Sandra,Europe Ecologie-les Verts,00:03:57,Radio,France Info,Journaux
2021,octobre,PECRESSE Valérie,Les Républicains,00:03:57,Radio,France Info,Journaux
2021,octobre,COMMEINHES François,Divers Droite,00:03:54,Radio,France Info,Journaux
2021,octobre,ALDANA DOUAT Eneko,Autre,00:03:50,Radio,France Info,Journaux
2021,octobre,COCHET Jean Pierre,Place publique,00:03:43,Radio,France Info,Journaux
2021,octobre,RIO Philippe,Parti communiste français,00:03:37,Radio,France Info,Journaux
2021,octobre,VERDIER Bernard,La République en marche,00:03:34,Radio,France Info,Journaux
2021,octobre,ZEMMOUR Eric,Divers Droite,00:03:33,Radio,France Info,Journaux
2021,octobre,GRUDLER Christophe,Mouvement démocrate,00:03:24,Radio,France Info,Journaux
2021,octobre,RAVIER Julien,Les Républicains,00:03:22,Radio,France Info,Journaux
2021,octobre,PETIT Frédéric,Mouvement démocrate,00:03:15,Radio,France Info,Journaux
2021,octobre,CHIKIROU Sophia,La France insoumise,00:03:08,Radio,France Info,Journaux
2021,octobre,PECRESSE Valérie,Libres,00:03:08,Radio,France Info,Journaux
2021,octobre,DUPOND MORETTI Eric,Ministre,00:03:08,Radio,France Info,Journaux
2021,octobre,ZULESI Jean-Marc,La République en marche,00:03:07,Radio,France Info,Journaux
2021,octobre,QUATENNENS Adrien,La France insoumise,00:03:04,Radio,France Info,Journaux
2021,octobre,POUSSIER WINSBACK Marie Agnès,Les Républicains,00:02:52,Radio,France Info,Journaux
2021,octobre,JACOB Christian,Les Républicains,00:02:51,Radio,France Info,Journaux
2021,octobre,BOMPARD Manuel,La France insoumise,00:02:47,Radio,France Info,Journaux
2021,octobre,MENARD Robert,Divers Droite,00:02:40,Radio,France Info,Journaux
2021,octobre,VIDAL Frédérique,Ministre,00:02:35,Radio,France Info,Journaux
2021,octobre,MAYER ROSSIGNOL Nicolas,Parti socialiste,00:02:32,Radio,France Info,Journaux
2021,octobre,FAURE Olivier,Parti socialiste,00:02:29,Radio,France Info,Journaux
2021,octobre,BARNIER Michel,Les Républicains,00:02:26,Radio,France Info,Journaux
2021,octobre,SAS Eva,Europe Ecologie-les Verts,00:02:25,Radio,France Info,Journaux
2021,octobre,LAIN Dominique,Divers Centre,00:02:25,Radio,France Info,Journaux
2021,octobre,RUFFIN François,La France insoumise,00:02:25,Radio,France Info,Journaux
2021,octobre,PANOT Mathilde,La France insoumise,00:02:24,Radio,France Info,Journaux
2021,octobre,MONTEBOURG Arnaud,Divers Gauche,00:02:24,Radio,France Info,Journaux
2021,octobre,HURMIC Pierre,Europe Ecologie-les Verts,00:02:23,Radio,France Info,Journaux
2021,octobre,KELLER Fabienne,Agir,00:02:22,Radio,France Info,Journaux
2021,octobre,HOLLANDE François,Parti socialiste,00:02:16,Radio,France Info,Journaux
2021,octobre,BLANQUER Jean Michel,Ministre,00:02:16,Radio,France Info,Journaux
2021,octobre,SCHIAPPA Marlène,Ministre,00:02:12,Radio,France Info,Journaux
2021,octobre,BAYROU François,Mouvement démocrate,00:02:10,Radio,France Info,Journaux
2021,octobre,BORNE Elisabeth,Ministre,00:02:05,Radio,France Info,Journaux
2021,octobre,FORTINON Xavier,Parti socialiste,00:02:02,Radio,France Info,Journaux
2021,octobre,BOIXIERE David,Les Républicains,00:02:01,Radio,France Info,Journaux
2021,octobre,MILITANT(E) LES REPUBLICA,Les Républicains,00:01:53,Radio,France Info,Journaux
2021,octobre,MILITANT(E) PS,Parti socialiste,00:01:44,Radio,France Info,Journaux
2021,octobre,DERMIT Jean Pierre,Les Républicains,00:01:40,Radio,France Info,Journaux
2021,octobre,EL HAIRY Sarah,Ministre,00:01:39,Radio,France Info,Journaux
2021,octobre,GREGOIRE Olivia,Ministre,00:01:32,Radio,France Info,Journaux
2021,octobre,SILLANI Antoine,Les Républicains,00:01:29,Radio,France Info,Journaux
2021,octobre,BORELLO Jean Marc,La République en marche,00:01:29,Radio,France Info,Journaux
2021,octobre,BRISSON Max,Les Républicains,00:01:21,Radio,France Info,Journaux
2021,octobre,DE GANAY Claude,Les Républicains,00:01:19,Radio,France Info,Journaux
2021,octobre,SMOCK Serge,Divers Gauche,00:01:18,Radio,France Info,Journaux
2021,octobre,BERTRAND Xavier,Les Républicains,00:01:12,Radio,France Info,Journaux
2021,octobre,BERGE Aurore,La République en marche,00:01:11,Radio,France Info,Journaux
2021,octobre,GUILLE Daniel,Divers Gauche,00:01:11,Radio,France Info,Journaux
2021,octobre,BRUNEEL Alain,Parti communiste français,00:01:09,Radio,France Info,Journaux
2021,octobre,MOLAC Paul,La République en marche,00:01:08,Radio,France Info,Journaux
2021,octobre,CARREZ Gilles,Les Républicains,00:01:08,Radio,France Info,Journaux
2021,octobre,STAEMPFLI Romain,La République en marche,00:01:07,Radio,France Info,Journaux
2021,octobre,BOULANGER Mélanie,Parti socialiste,00:01:07,Radio,France Info,Journaux
2021,octobre,JULIEN LAFERRIERE Hubert,Divers Gauche,00:01:07,Radio,France Info,Journaux
2021,octobre,MIRALLES Patricia,La République en marche,00:01:01,Radio,France Info,Journaux
2021,octobre,LOUWAGIE Véronique,Les Républicains,00:01:00,Radio,France Info,Journaux
2021,octobre,HAI Nadia,Ministre,00:06:16,Radio,France Culture,Journaux
2021,octobre,CASTEX Jean,Premier Ministre,00:05:43,Radio,France Culture,Journaux
2021,octobre,MACRON Emmanuel,Président de la République hors débat politique,00:05:36,Radio,France Culture,Journaux
2021,octobre,MANO Jean Yves,Parti socialiste,00:05:07,Radio,France Culture,Journaux
2021,octobre,DE RUGY François,La République en marche,00:05:03,Radio,France Culture,Journaux
2021,octobre,BRICE Pascal,Divers Gauche,00:04:44,Radio,France Culture,Journaux
2021,octobre,MACRON Emmanuel,Président de la République en débat politique,00:03:35,Radio,France Culture,Journaux
2021,octobre,ORPHELIN Matthieu,Divers Gauche,00:03:10,Radio,France Culture,Journaux
2021,octobre,PRADIE Aurélien,Les Républicains,00:02:48,Radio,France Culture,Journaux
2021,octobre,MILITANT(E) PS,Parti socialiste,00:02:30,Radio,France Culture,Journaux
2021,octobre,BERTRAND Xavier,Divers Droite,00:02:19,Radio,France Culture,Journaux
2021,octobre,ROUSSEAU Sandrine,Europe Ecologie-les Verts,00:02:14,Radio,France Culture,Journaux
2021,octobre,LE MAIRE Bruno,Ministre,00:01:45,Radio,France Culture,Journaux
2021,octobre,POMPILI Barbara,Ministre,00:01:40,Radio,France Culture,Journaux
2021,octobre,BAS Philippe,Les Républicains,00:01:28,Radio,France Culture,Journaux
2021,octobre,COQUEREL Eric,La France insoumise,00:01:22,Radio,France Culture,Journaux
2021,octobre,PEILLON Vincent,Parti socialiste,00:01:22,Radio,France Culture,Journaux
2021,octobre,VERAN Olivier,Ministre,00:01:16,Radio,France Culture,Journaux
2021,octobre,NEUVY Flavien,Union des démocrates et indépendants,00:01:13,Radio,France Culture,Journaux
2021,octobre,BAZIN Fabien,Parti socialiste,00:01:12,Radio,France Culture,Journaux
2021,octobre,GOSSELIN Philippe,Les Républicains,00:01:11,Radio,France Culture,Journaux
2021,octobre,VANCEUNEBROCK MIALON Laurence,La République en marche,00:01:06,Radio,France Culture,Journaux
2021,octobre,ALPY PHILIPPE,Agir,00:01:01,Radio,France Culture,Journaux
2021,octobre,CASTEX Jean,Premier Ministre,00:01:27,Radio,Radio Classique,Journaux
2021,octobre,GOSSELIN Philippe,Les Républicains,00:01:12,Radio,Radio Classique,Journaux
2021,octobre,CASTEX Jean,Premier Ministre,00:03:36,Radio,BFM Business,Journaux
2021,octobre,MACRON Emmanuel,Président de la République en débat politique,00:03:34,Radio,BFM Business,Journaux
2021,octobre,MACRON Emmanuel,Président de la République hors débat politique,00:02:52,Radio,BFM Business,Journaux
2021,octobre,DUSSOPT Olivier,Ministre,00:01:46,Radio,BFM Business,Journaux
2021,octobre,LE MAIRE Bruno,Ministre,00:01:26,Radio,BFM Business,Journaux
2021,octobre,PERSON Pierre,La République en marche,00:01:12,Radio,BFM Business,Journaux
2021,octobre,ZEMMOUR Eric,Divers Droite,00:18:29,Radio,RMC,Journaux
2021,octobre,CASTEX Jean,Premier Ministre,00:15:06,Radio,RMC,Journaux
2021,octobre,LE PEN Marine,Rassemblement national,00:08:19,Radio,RMC,Journaux
2021,octobre,MACRON Emmanuel,Président de la République en débat politique,00:08:15,Radio,RMC,Journaux
2021,octobre,KANNER Patrick,Parti socialiste,00:07:06,Radio,RMC,Journaux
2021,octobre,ABAD Damien,Les Républicains,00:05:17,Radio,RMC,Journaux
2021,octobre,HIDALGO Anne,Parti socialiste,00:05:17,Radio,RMC,Journaux
2021,octobre,ATTAL Gabriel,Ministre,00:05:00,Radio,RMC,Journaux
2021,octobre,EVREN Agnès,Les Républicains,00:04:47,Radio,RMC,Journaux
2021,octobre,DE SAINT-JUST Wallerand,Rassemblement national,00:04:46,Radio,RMC,Journaux
2021,octobre,ALIOT Louis,Rassemblement national,00:04:22,Radio,RMC,Journaux
2021,octobre,FIRMIN LE BODO Agnès,Agir,00:04:07,Radio,RMC,Journaux
2021,octobre,COLLARD Gilbert,Rassemblement national,00:04:04,Radio,RMC,Journaux
2021,octobre,BONNELL Bruno,La République en marche,00:04:00,Radio,RMC,Journaux
2021,octobre,BLANQUER Jean-Michel,Ministre,00:03:44,Radio,RMC,Journaux
2021,octobre,QUESTEL Bruno,La République en marche,00:03:41,Radio,RMC,Journaux
2021,octobre,VERAN Olivier,Ministre,00:03:26,Radio,RMC,Journaux
2021,octobre,MENARD Robert,Divers Droite,00:03:08,Radio,RMC,Journaux
2021,octobre,BERTRAND Xavier,Divers Droite,00:02:46,Radio,RMC,Journaux
2021,octobre,VASSALLO Jean Pierre,Divers Droite,00:02:36,Radio,RMC,Journaux
2021,octobre,BARNIER Michel,Les Républicains,00:02:16,Radio,RMC,Journaux
2021,octobre,JADOT Yannick,Europe Ecologie-les Verts,00:02:02,Radio,RMC,Journaux
2021,octobre,LE MAIRE Bruno,Ministre,00:01:56,Radio,RMC,Journaux
2021,octobre,MONTEBOURG Arnaud,Divers Gauche,00:01:50,Radio,RMC,Journaux
2021,octobre,DARMANIN Gérald,Ministre,00:01:34,Radio,RMC,Journaux
2021,octobre,PHILIPPE Edouard,Horizons,00:01:33,Radio,RMC,Journaux
2021,octobre,SILLANI Antoine,Les Républicains,00:01:32,Radio,RMC,Journaux
2021,octobre,PUEYO Joaquim,Parti socialiste,00:01:29,Radio,RMC,Journaux
2021,octobre,MACRON Emmanuel,Président de la République hors débat politique,00:01:25,Radio,RMC,Journaux
2021,octobre,PAYAN Benoit,Parti socialiste,00:01:24,Radio,RMC,Journaux
2021,octobre,MARSEILLE Hervé,Union des démocrates et indépendants,00:01:20,Radio,RMC,Journaux
2021,octobre,POMPILI Barbara,Ministre,00:01:14,Radio,RMC,Journaux
2021,octobre,DOUCET Grégory,Europe Ecologie-les Verts,00:01:13,Radio,RMC,Journaux
2021,octobre,BOYER Gilles,La République en marche,00:01:09,Radio,RMC,Journaux
2021,octobre,ROUSSEAU Sandrine,Europe Ecologie-les Verts,00:01:08,Radio,RMC,Journaux
2021,octobre,GEOFFROY Guy,Les Républicains,00:01:04,Radio,RMC,Journaux
2021,octobre,AUBERT Julien,Les Républicains,00:01:04,Radio,RMC,Journaux
2021,octobre,BOULANGER Marie,Parti socialiste,00:01:04,Radio,RMC,Journaux
2021,octobre,DE LA GONTRIE Marie-Pierre,Parti socialiste,00:01:04,Radio,RMC,Journaux
2021,octobre,SARKOZY Nicolas,Les Républicains,00:01:02,Radio,RMC,Journaux
2021,octobre,ESTROSI Christian,Divers Droite,00:01:01,Radio,RMC,Journaux
2021,octobre,PRADIE Aurélien,Les Républicains,00:01:00,Radio,RMC,Journaux
2021,octobre,LISCIA Pierre,Libres,01:12:31,Radio,Europe 1,Journaux
2021,octobre,THEVENOT Prisca,La République en marche,00:53:32,Radio,Europe 1,Journaux
2021,octobre,BACHELAY Alexis,Divers Gauche,00:33:01,Radio,Europe 1,Journaux
2021,octobre,PUPPONI François,Mouvement démocrate,00:27:33,Radio,Europe 1,Journaux
2021,octobre,FLORENNES Isabelle,Mouvement démocrate,00:26:02,Radio,Europe 1,Journaux
2021,octobre,EL KHATMI Amine,Printemps républicain,00:19:32,Radio,Europe 1,Journaux
2021,octobre,MAILLARD Sylvain,La République en marche,00:19:14,Radio,Europe 1,Journaux
2021,octobre,MACRON Emmanuel,Président de la République en débat politique,00:15:48,Radio,Europe 1,Journaux
2021,octobre,JACOBELLI Laurent,Rassemblement national,00:13:59,Radio,Europe 1,Journaux
2021,octobre,IACOVELLI Xavier,La République en marche,00:10:37,Radio,Europe 1,Journaux
2021,octobre,ZEMMOUR Eric,Divers Droite,00:10:36,Radio,Europe 1,Journaux
2021,octobre,CASTEX Jean,Premier Ministre,00:09:34,Radio,Europe 1,Journaux
2021,octobre,BLANQUER Jean-Michel,Ministre,00:09:33,Radio,Europe 1,Journaux
